receiver_type,gene,test_r2
MB Glut,Caln1,-0.5452413509609964
MB Glut,C1ql3,-0.5662969619801956
MB Glut,Calb2,-0.607990635324815
MB Glut,Nts,-0.6598889821055376
MB Glut,Npsr1,-0.6612672140618621
MB Glut,Pou3f3,-0.6735804177528801
MB Glut,St6galnac5,-0.6944752456728929
MB Glut,Elfn1,-0.7323038132229542
MB Glut,Htr2a,-0.8054195242488003
MB Glut,Nxph4,-0.8431620100763626
MB Glut,Trhde,-0.8508299820015413
MB Glut,Cnr1,-1.1064955690277474
MB Glut,Six3,-1.1068007746246202
MB Glut,Gpr83,-1.5447181939926673
MB Glut,Pitx2,-2.99307601753271
MB Glut,Tcf7l2,-3.686353987378835
MB GABA,Sox14,0.46270623982588666
MB GABA,Sv2c,0.42565306439286543
MB GABA,Cldn5,0.23238236902424303
MB GABA,Kcnk9,0.16733249153816032
MB GABA,Unc5d,0.09485522690132375
MB GABA,Htr1b,0.07889052482974346
MB GABA,Stxbp6,0.0732705967257048
MB GABA,Mog,0.06064856238891703
MB GABA,Tox3,0.017154349723754292
MB GABA,Chrnb3,-0.002418103344949074
MB GABA,Slit3,-0.00555635110787378
MB GABA,Smoc2,-0.01450661303496803
MB GABA,Ctss,-0.017203432327378865
MB GABA,Aqp4,-0.04924733773897105
MB GABA,Drd2,-0.07673052163018013
MB GABA,Dlk1,-0.07700129300989333
MB GABA,Onecut2,-0.10641149362041857
MB GABA,Otof,-0.1064539398346449
MB GABA,Stac,-0.11539101888723025
MB GABA,Grik1,-0.1306286861965864
MB GABA,Gfap,-0.14000753479843553
MB GABA,Sox10,-0.16300677680469922
MB GABA,Slc17a6,-0.19057466363323483
MB GABA,Fosl2,-0.19359290800055895
MB GABA,Otx2,-0.20984983777351984
MB GABA,Rorb,-0.2487894441709384
MB GABA,Nr2f1,-0.2571979027628237
MB GABA,Tafa2,-0.26410855324377125
MB GABA,Fibcd1,-0.27158261205859024
MB GABA,Cnr1,-0.2742938957212544
MB GABA,Rgs4,-0.2892404227430341
MB GABA,Synpr,-0.29152071617882
MB GABA,Ptprm,-0.2937903895738183
MB GABA,Spon1,-0.2940470251569005
MB GABA,Rmst,-0.2965874462628768
MB GABA,Parm1,-0.32863282561673746
MB GABA,Rasgrp1,-0.33930980636860375
MB GABA,Dchs2,-0.3702332467102849
MB GABA,Unc13c,-0.37693516580915665
MB GABA,Sema5a,-0.3855904952477349
MB GABA,Sorcs3,-0.3889447879884016
MB GABA,Bcl11a,-0.41286657646108704
MB GABA,Ldb2,-0.4218637817080473
MB GABA,Lhfp,-0.4289563792473843
MB GABA,Cbln2,-0.539800512335235
MB GABA,Hs3st4,-0.5760040406665468
MB GABA,Igf1,-0.5782342060392318
MB GABA,Tnnt1,-0.5969083821899297
MB GABA,Galnt18,-0.639142607403917
MB GABA,Mdga1,-0.6460139174144592
MB GABA,Cxcl14,-0.6511645833278248
MB GABA,Slc30a3,-0.6553185370463481
MB GABA,Qpct,-0.6681370657050678
MB GABA,Cdh6,-0.680000069167084
MB GABA,Gja1,-0.6908060399181049
MB GABA,Kctd8,-0.7088979018670076
MB GABA,Chrm2,-0.7266211263536566
MB GABA,Samd5,-0.7436135563845332
MB GABA,Spock3,-0.746787111547369
MB GABA,Nrp1,-0.8794001923678587
MB GABA,Grm1,-0.9116121074809911
MB GABA,Scn4b,-0.9296295374735157
MB GABA,Grik3,-0.9414165135422401
MB GABA,Nos1,-1.0116736796812065
MB GABA,Necab1,-1.012210118425839
MB GABA,Cacng3,-1.0179956742986143
MB GABA,Slc17a7,-1.0607730945107243
MB GABA,Lypd1,-1.1613457291285898
MB GABA,C1ql3,-1.1746869216114986
MB GABA,Shox2,-1.17900991999471
MB GABA,Lncenc1,-1.2675944870611424
MB GABA,Grm3,-1.4588398087666645
MB GABA,Ramp3,-1.4995931805618508
MB GABA,Nr4a3,-1.5313320628199025
MB GABA,Pou3f3,-1.5728698011969926
MB GABA,Nr2f2,-1.5956387475942493
MB GABA,Cdh20,-1.6252606999889974
MB GABA,Whrn,-1.6657870435490985
MB GABA,St6galnac5,-1.898328202165965
MB GABA,Sulf2,-1.9765007703257105
MB GABA,Sv2b,-2.031234920873178
MB GABA,Gpr139,-2.105417211565137
MB GABA,Cntn6,-2.214648098536224
MB GABA,Zfpm2,-2.2320131034794595
MB GABA,Lmo1,-2.2416611139174245
MB GABA,Chrm3,-2.2808119571369505
MB GABA,Syt17,-2.320201595534706
MB GABA,Caln1,-2.331363113035181
MB GABA,Zic1,-2.4630113641992155
MB GABA,Fstl5,-2.4802949885825862
MB GABA,Col11a1,-2.5867196768569825
MB GABA,Htr2a,-2.6242199702293187
MB GABA,Tmem215,-2.649156742508382
MB GABA,Dgkk,-2.674205949777887
MB GABA,Pvalb,-2.7079213767113535
MB GABA,Tox,-2.764335707260748
MB GABA,Arhgap36,-2.7838389522913327
MB GABA,Marcksl1,-2.8072871537300395
MB GABA,Gsta4,-2.8190884485141128
MB GABA,Kcnab3,-3.087403508814739
MB GABA,Slc1a3,-3.116002745296721
MB GABA,Elfn1,-3.248573454116153
MB GABA,Reln,-3.308303229579403
MB GABA,Gfra1,-3.3970834191860124
MB GABA,Syndig1l,-3.5731885630848925
MB GABA,Cgnl1,-3.758210436246422
MB GABA,Rwdd2a,-3.932282530364838
MB GABA,Calb1,-3.936093850229784
MB GABA,Vwc2,-3.9910359396753474
MB GABA,Npas1,-4.113836054357619
MB GABA,Nfix,-4.380234100541575
MB GABA,Lypd6,-4.792710269623554
MB GABA,Glra3,-5.039796815335364
MB GABA,Syndig1,-5.14553788683247
MB GABA,Gpc3,-5.196641595079132
MB GABA,Nfib,-5.492996043774966
MB GABA,Ecel1,-5.548287743899821
MB GABA,Adcy2,-6.140644673481022
MB GABA,Sox2,-6.168606016938076
MB GABA,Syt2,-6.903857317689427
MB GABA,Agt,-6.939931958983415
MB GABA,Epha4,-7.257105983306364
MB GABA,Pcp4l1,-7.882200902179568
MB GABA,Rxfp1,-10.068620189001404
MB GABA,Nxph1,-10.932363587435074
MB GABA,Vwa5b1,-11.128207779262672
MB GABA,Pdzrn3,-11.543609655686186
MB GABA,Hs3st3b1,-12.00826579512762
MB GABA,Dscaml1,-12.01160101093974
MB GABA,Zfhx4,-12.301127320098118
MB GABA,Tacr3,-12.804469321284776
MB GABA,Scn5a,-13.472845116250896
MB GABA,Lamp5,-13.545081477039774
MB GABA,Tcf7l2,-14.065685828374235
MB GABA,Rab3b,-14.269464626703762
MB GABA,Baiap3,-14.341583994207731
MB GABA,Fxyd6,-17.163152508359037
MB GABA,Pde1a,-17.168535408904066
MB GABA,Ngb,-17.536700368339798
MB GABA,Tal1,-17.557561056091643
MB GABA,Cbln4,-17.794293361464284
MB GABA,Six3,-23.066362855986643
MB GABA,Syt10,-23.877509324008695
MB GABA,Syt6,-25.966134550263824
MB GABA,Calb2,-37.23894404690184
MB GABA,Gpr101,-44.42925073846084
MB GABA,Pnoc,-45.20423530093804
MB GABA,Qrfpr,-639036229251.9609
MB GABA,Drd1,-1529761771199.5916
MB GABA,Tacr1,-5898884249368.507
Astro-Epen,Lamp5,0.1930255331487316
Astro-Epen,Sv2b,0.14647476861793407
Astro-Epen,Pvalb,0.10472082827377804
Astro-Epen,Slc17a7,0.0954280036316737
Astro-Epen,Nrn1,0.08804515371934052
Astro-Epen,Ltbp1,0.06596856404465168
Astro-Epen,Slc7a10,0.05937608796345839
Astro-Epen,Synpr,0.054614862245553675
Astro-Epen,Zbtb16,0.04931178474685616
Astro-Epen,Cnr1,0.049303153693685764
Astro-Epen,Lypd1,0.04698732548028828
Astro-Epen,Epha4,0.04224016038964706
Astro-Epen,Grin2c,0.04060411116181284
Astro-Epen,Six3,0.035888727335734116
Astro-Epen,Pde1a,0.025966330325071785
Astro-Epen,Igfbp4,0.02253047304653255
Astro-Epen,Nr2f2,0.019532507960435375
Astro-Epen,Ptk2b,0.01922425642260872
Astro-Epen,Gfap,0.018531310493715147
Astro-Epen,Rgs4,0.018185899617313872
Astro-Epen,Sox5,0.017930034111065418
Astro-Epen,C1ql3,0.015886164447576512
Astro-Epen,Nptx2,0.01559638097349303
Astro-Epen,Samd5,0.012117466326850956
Astro-Epen,Stxbp6,0.01180437051781602
Astro-Epen,Slc32a1,0.011487108216447495
Astro-Epen,Adamts9,0.010799878987954314
Astro-Epen,Gda,0.010637789679349807
Astro-Epen,Ccn3,0.010356634128970255
Astro-Epen,Nfib,0.009035714045752541
Astro-Epen,Mog,0.006973094300996907
Astro-Epen,Lypd6,0.006745507463164713
Astro-Epen,Ptprm,0.006709009535993293
Astro-Epen,Sox2,0.0065726965715351415
Astro-Epen,Rgs6,0.006116128720431546
Astro-Epen,Nr2f1,0.005964322021591029
Astro-Epen,Lhfp,0.004268451130160944
Astro-Epen,Zeb2,0.004245069527608503
Astro-Epen,Foxo1,0.0032565553668267855
Astro-Epen,Tmie,0.0025495815734424276
Astro-Epen,Rprm,0.0023096596940367364
Astro-Epen,Unc13c,0.001207587766626106
Astro-Epen,Sox10,0.00031529775925831505
Astro-Epen,Gfra1,-1.0161646762707477e-05
Astro-Epen,Ldb2,-5.545814299856566e-05
Astro-Epen,Slc7a11,-0.00019203582410010078
Astro-Epen,Tox,-0.001007133753756717
Astro-Epen,Nrp1,-0.0013925970123791487
Astro-Epen,Calb1,-0.002716530009277962
Astro-Epen,Rasgrp1,-0.0031848611240499203
Astro-Epen,Emx2,-0.003278073098439638
Astro-Epen,Sulf2,-0.004571119995162354
Astro-Epen,Lhx2,-0.005350808331606283
Astro-Epen,Sox6,-0.005359792930388574
Astro-Epen,Cldn5,-0.005487535008700917
Astro-Epen,Gli2,-0.005856254582649489
Astro-Epen,Ramp1,-0.006261557973074261
Astro-Epen,Zfp521,-0.00642421344043731
Astro-Epen,Cd34,-0.006510806440573891
Astro-Epen,Nr4a2,-0.007033908698467428
Astro-Epen,Mdga1,-0.008448868890614358
Astro-Epen,Tcf7l2,-0.00868794979468257
Astro-Epen,Fli1,-0.009333764888656892
Astro-Epen,Dscaml1,-0.009775216799281061
Astro-Epen,Opalin,-0.01026286109096497
Astro-Epen,Fxyd6,-0.010272291202386707
Astro-Epen,Ctss,-0.010683655494719613
Astro-Epen,Tbcc,-0.011032365037508152
Astro-Epen,Tnc,-0.013139700935829168
Astro-Epen,Hopx,-0.014582903897023991
Astro-Epen,Galnt18,-0.014587212899408453
Astro-Epen,Zfhx4,-0.017086840425578842
Astro-Epen,Zfpm2,-0.017318542509786816
Astro-Epen,Bmpr1b,-0.017349878273257957
Astro-Epen,Hs3st4,-0.018838303276217383
Astro-Epen,Lrp4,-0.022441443615062395
Astro-Epen,Syt10,-0.024939983928135012
Astro-Epen,Vit,-0.02739099519273336
Astro-Epen,Pcp4l1,-0.03129240591812166
Astro-Epen,Acta2,-0.03145063630514211
Astro-Epen,Gli3,-0.03568769477650813
Astro-Epen,Adcy2,-0.039122216353485006
Astro-Epen,Nr4a3,-0.04102349749923051
Astro-Epen,Spock3,-0.042384663267492684
Astro-Epen,Zic1,-0.04416879667298579
Astro-Epen,Dcn,-0.049011939183333464
Astro-Epen,Rmst,-0.049983208170952365
Astro-Epen,Sema5a,-0.051269139165044386
Astro-Epen,Prkd1,-0.05347596705056579
Astro-Epen,Pax6,-0.055699581646988516
Astro-Epen,Aqp4,-0.055827526019629925
Astro-Epen,Ramp3,-0.06483229070326968
Astro-Epen,Pdgfd,-0.06656785524504505
Astro-Epen,Marcksl1,-0.06818089960546381
Astro-Epen,Maf,-0.06961998752521592
Astro-Epen,Lpar1,-0.0746611669416315
Astro-Epen,Fam163a,-0.08206690144909867
Astro-Epen,Grm3,-0.08213997224337888
Astro-Epen,Rorb,-0.0824110878761588
Astro-Epen,St6galnac5,-0.08488940644372334
Astro-Epen,Cdh20,-0.09122075192641188
Astro-Epen,Zfp536,-0.09166679696835267
Astro-Epen,Igsf1,-0.09291873697906983
Astro-Epen,Prkcq,-0.1022428558266697
Astro-Epen,Hdc,-0.10588694485539496
Astro-Epen,Pdzrn3,-0.10698834262036994
Astro-Epen,Slc38a1,-0.11763090541935939
Astro-Epen,Fras1,-0.1205724278000706
Astro-Epen,Cxcl14,-0.1227557462759643
Astro-Epen,Otx2,-0.12513098332123307
Astro-Epen,Cgnl1,-0.1282953414651462
Astro-Epen,Ccdc3,-0.12930670594406113
Astro-Epen,Cd24a,-0.12989509558210166
Astro-Epen,Cdkn1a,-0.13026219942569695
Astro-Epen,Calb2,-0.13172968967175347
Astro-Epen,Ccnd2,-0.1337143437886139
Astro-Epen,Dock5,-0.13959962621269173
Astro-Epen,Dsg2,-0.13993056535115844
Astro-Epen,Gad2,-0.1407105698362261
Astro-Epen,Creb3l1,-0.1413835903677041
Astro-Epen,Wnt7b,-0.146888664344049
Astro-Epen,Col8a1,-0.15049617451831
Astro-Epen,Vwa5b1,-0.15331669358991817
Astro-Epen,Gsta4,-0.15642694517633116
Astro-Epen,Prlr,-0.1565185410704344
Astro-Epen,Whrn,-0.16980074282900914
Astro-Epen,Igf2,-0.17358516302260818
Astro-Epen,Kl,-0.17370706035399475
Astro-Epen,Clic6,-0.17690069837798617
Astro-Epen,Aqp1,-0.18088248377035665
Astro-Epen,Pou3f3,-0.18546307208495816
Astro-Epen,Serpine2,-0.18761147310475024
Astro-Epen,Slc17a6,-0.1891914609557226
Astro-Epen,Syt17,-0.18953546077608974
Astro-Epen,Glis3,-0.1907619322364451
Astro-Epen,Tgfbr2,-0.19656506357981418
Astro-Epen,Baiap3,-0.19863343920952237
Astro-Epen,Gpr88,-0.20880658841579325
Astro-Epen,2900052N01Rik,-0.20898211754096985
Astro-Epen,Caln1,-0.2487841030408633
Astro-Epen,Shroom3,-0.2552093524860437
Astro-Epen,Igfbp2,-0.2575630938120388
Astro-Epen,Slc1a3,-0.2887558973813551
Astro-Epen,Necab1,-0.32238287417252387
Astro-Epen,Gja1,-0.3287489136037669
Astro-Epen,Tnnt1,-0.43141602005892876
Astro-Epen,Bcl11b,-0.45589027227582934
Astro-Epen,Nfix,-0.49000419753898705
Astro-Epen,Spon1,-0.6711579961248295
Astro-Epen,Agt,-0.8025758818138398
OPC-Oligo,Slc17a7,0.25851976110804475
OPC-Oligo,Gfap,0.2213428088524243
OPC-Oligo,Bcl11b,0.2003908565459196
OPC-Oligo,Igsf1,0.1750401307828623
OPC-Oligo,Tnnt1,0.16817872692159652
OPC-Oligo,Caln1,0.16808282761229376
OPC-Oligo,Gda,0.1598100265707133
OPC-Oligo,Tafa2,0.1560214646898055
OPC-Oligo,Grik3,0.14574065749307707
OPC-Oligo,Lypd1,0.14486845767867196
OPC-Oligo,2900052N01Rik,0.13796536736518805
OPC-Oligo,Fxyd6,0.1336130614925709
OPC-Oligo,Pde1a,0.13298842389926346
OPC-Oligo,Ldb2,0.12336669602559946
OPC-Oligo,Cnr1,0.12024741157661833
OPC-Oligo,Syt17,0.11933263366151403
OPC-Oligo,Elfn1,0.1152647999485924
OPC-Oligo,C1ql3,0.11487740840366889
OPC-Oligo,Zfhx4,0.11388500927771561
OPC-Oligo,Serpine2,0.11300057985797152
OPC-Oligo,Agt,0.10834429892860653
OPC-Oligo,Nxph1,0.10439781779044333
OPC-Oligo,Rprm,0.10267992889282118
OPC-Oligo,Baiap3,0.09937282608448239
OPC-Oligo,St6galnac5,0.09903006620825194
OPC-Oligo,Ecel1,0.08707045159747362
OPC-Oligo,Slc38a1,0.08592370463240018
OPC-Oligo,Tox,0.08109339163847218
OPC-Oligo,Spock3,0.07562031657600088
OPC-Oligo,Igfbp2,0.06965026942207686
OPC-Oligo,Sox5,0.06854574715670114
OPC-Oligo,Qpct,0.06777713938764773
OPC-Oligo,Mog,0.06524821629415867
OPC-Oligo,Slc1a3,0.06166359530330856
OPC-Oligo,Spon1,0.06093009328914856
OPC-Oligo,Hopx,0.06039674505849246
OPC-Oligo,Ntn1,0.05708900461491673
OPC-Oligo,Sulf2,0.05698872857019577
OPC-Oligo,Sorcs3,0.05597141463072319
OPC-Oligo,Synpr,0.054853162342984874
OPC-Oligo,Cntn6,0.054529206869611824
OPC-Oligo,C1ql1,0.054388761554162945
OPC-Oligo,Syt6,0.05298528080413001
OPC-Oligo,Whrn,0.05234601507369552
OPC-Oligo,Slc7a10,0.0512513710447674
OPC-Oligo,Adcy2,0.05031298025319775
OPC-Oligo,Cxcl14,0.04402277768280893
OPC-Oligo,Ltbp1,0.04389272690287882
OPC-Oligo,Lpar1,0.04202103406645419
OPC-Oligo,Vcan,0.041492060828437816
OPC-Oligo,Plpp4,0.04038023284918013
OPC-Oligo,Zfpm2,0.040145386052237164
OPC-Oligo,Rab3b,0.03873926433003605
OPC-Oligo,Gfra1,0.03865113107064144
OPC-Oligo,Dock5,0.03483963761382458
OPC-Oligo,Wnt7b,0.03456644920956076
OPC-Oligo,Cdh6,0.033159735969532034
OPC-Oligo,Dscaml1,0.03282716168204647
OPC-Oligo,Pou3f1,0.03186445165075358
OPC-Oligo,Samd5,0.031709319223859334
OPC-Oligo,Lypd6,0.029718085662496674
OPC-Oligo,Sema5a,0.02936796077327597
OPC-Oligo,Col11a1,0.028780587286498904
OPC-Oligo,Sv2b,0.028336286733267047
OPC-Oligo,Calb2,0.027839005363224256
OPC-Oligo,Sox6,0.026584734977101676
OPC-Oligo,Gad2,0.02637616612851834
OPC-Oligo,Ccnd2,0.02546064416630367
OPC-Oligo,Aqp4,0.022952520051669256
OPC-Oligo,Parm1,0.022805858323877493
OPC-Oligo,Gsta4,0.021411941437371906
OPC-Oligo,Zfp521,0.02134832070624393
OPC-Oligo,Prkcq,0.020781637301702127
OPC-Oligo,Ramp1,0.01916417126178005
OPC-Oligo,Stxbp6,0.019106440932330937
OPC-Oligo,Ust,0.017443347477690718
OPC-Oligo,Prkd1,0.015710907407275765
OPC-Oligo,Zfp536,0.015652459411731656
OPC-Oligo,Pcp4l1,0.014144517604841478
OPC-Oligo,Tent5a,0.01344128919184362
OPC-Oligo,Kit,0.013292609958833301
OPC-Oligo,Grik1,0.012657081447106977
OPC-Oligo,Cdh20,0.01252389492525452
OPC-Oligo,Gja1,0.01246198554894451
OPC-Oligo,Sox2,0.011906380963184748
OPC-Oligo,Nr2f1,0.011580816610802236
OPC-Oligo,Ptk2b,0.010549043702105187
OPC-Oligo,Slc32a1,0.01024847646660687
OPC-Oligo,Nfib,0.009447065811286404
OPC-Oligo,Mrpl16,0.008264844829646067
OPC-Oligo,Man1a,0.00814150030175953
OPC-Oligo,Opalin,0.0074806917158861674
OPC-Oligo,Hs3st4,0.007169728207834347
OPC-Oligo,Igfbp4,0.006684266503560576
OPC-Oligo,Adamts2,0.006428342281863175
OPC-Oligo,Grin2c,0.006151156384005652
OPC-Oligo,Col27a1,0.005351687137225114
OPC-Oligo,Tbcc,0.005215651516290332
OPC-Oligo,Klk6,0.004703721016654949
OPC-Oligo,St18,0.0025714251161409463
OPC-Oligo,Marcksl1,0.002156043825581766
OPC-Oligo,Zbtb16,0.002130920535549752
OPC-Oligo,Fign,0.0011688464104268048
OPC-Oligo,Bmp4,0.000346782167155002
OPC-Oligo,Ctss,0.0001945358583904655
OPC-Oligo,Tgfbr2,-4.638567666881421e-05
OPC-Oligo,Onecut2,-0.00032537734634718873
OPC-Oligo,Cdkn1a,-0.00117586781097212
OPC-Oligo,Fli1,-0.0021814272776927712
OPC-Oligo,Lrp4,-0.0026415423391075166
OPC-Oligo,Ddc,-0.0028396771029939316
OPC-Oligo,Fbn2,-0.003576948435365379
OPC-Oligo,Pou3f3,-0.004019287473010058
OPC-Oligo,Cldn5,-0.004072072228914703
OPC-Oligo,Shroom3,-0.004928450758485248
OPC-Oligo,Sox10,-0.005121860554267776
OPC-Oligo,Chn2,-0.009269669611342124
OPC-Oligo,Prom1,-0.009345248083486801
OPC-Oligo,C030029H02Rik,-0.009350536761825401
OPC-Oligo,Calb1,-0.01041920245739636
OPC-Oligo,Adamtsl1,-0.012700808501092897
OPC-Oligo,Zeb2,-0.020610746265832258
OPC-Oligo,Foxo1,-0.024779599155930088
OPC-Oligo,Ptprm,-0.02884542910746668
OPC-Oligo,Slc7a11,-0.031982429259902245
OPC-Oligo,Slc17a6,-0.03210357805759867
OPC-Oligo,Pvalb,-0.03723857876478154
OPC-Oligo,Syt2,-0.04003672259671953
OPC-Oligo,Unc13c,-0.041519443470519724
OPC-Oligo,Necab1,-0.042734324548048486
OPC-Oligo,Rorb,-0.04293771115994338
OPC-Oligo,Nfix,-0.04707934515395995
OPC-Oligo,Scn4b,-0.05361567388799915
OPC-Oligo,Meis1,-0.054922268885457814
OPC-Oligo,Grm3,-0.05581414313182709
OPC-Oligo,Epha4,-0.059529421889104484
OPC-Oligo,Cd34,-0.07572516967062337
OPC-Oligo,Grm1,-0.07707564001301392
OPC-Oligo,Gpr88,-0.0927155757351219
OPC-Oligo,Lhfp,-0.09561477881981806
OPC-Oligo,Nr2f2,-0.09794171176728561
OPC-Oligo,Lamp5,-0.12660904347567392
OPC-Oligo,Nrn1,-0.16126370914817878
OPC-Oligo,Nptx2,-0.2618469984883103
OPC-Oligo,Nr4a2,-0.2819719662812292
OPC-Oligo,Rgs4,-0.3504158415398779
OPC-Oligo,Rasgrp1,-0.3921238784740053
OPC-Oligo,Shox2,-0.52885032095962
OPC-Oligo,Tcf7l2,-0.6675483512600235
OPC-Oligo,Ramp3,-0.8436563357709221
Vascular,Slc17a7,0.17885442145222907
Vascular,Spon1,0.1663441375161857
Vascular,Agt,0.11022898357689637
Vascular,Serpine2,0.10655550991614149
Vascular,Igfbp6,0.07085427115263687
Vascular,Slc7a10,0.058325204047524726
Vascular,Nr2f1,0.048437766049961195
Vascular,Caln1,0.04724346300348348
Vascular,Whrn,0.04306333233228621
Vascular,Rgs4,0.033422544323293835
Vascular,Pdzrn3,0.02856568575596885
Vascular,Grm3,0.028470560288097913
Vascular,Sema5a,0.024345437308082807
Vascular,Ccdc3,0.02302013234763156
Vascular,Eya2,0.021431168537593637
Vascular,Gad2,0.02073899861448647
Vascular,Ptprm,0.01908955222573583
Vascular,Slc32a1,0.01732285829284108
Vascular,Col5a1,0.01620718629433171
Vascular,Ddc,0.01609575192922963
Vascular,Col23a1,0.014463972337503184
Vascular,Fxyd6,0.014056937481998433
Vascular,Bcl11b,0.012536755763455476
Vascular,Baiap3,0.010850370629995054
Vascular,Ptk2b,0.009596738701834195
Vascular,Hmcn1,0.009192009547181246
Vascular,Bnc2,0.00897881860625005
Vascular,Hopx,0.006540430122811913
Vascular,Maf,0.0060889232741857535
Vascular,Mcm6,0.005283376447616561
Vascular,Creb3l1,0.0051873452915487395
Vascular,Bmp4,0.004893103208401528
Vascular,Foxo1,0.004516453197634496
Vascular,Lhfp,0.004513664962289998
Vascular,Lrp4,0.004273214043688078
Vascular,Ctss,0.004078219397257388
Vascular,Kcnj8,0.003201991339273791
Vascular,Car4,0.002701273861558051
Vascular,Dock5,0.002629428082579044
Vascular,Galnt18,0.0024921317988245706
Vascular,Lama1,0.002245213186403472
Vascular,Adgrf5,0.00169862465764814
Vascular,Abcc9,0.00044882672585022654
Vascular,Slit3,-0.00039885019538821176
Vascular,Dach1,-0.0005370666175279482
Vascular,Ltbp1,-0.0009977467396733442
Vascular,Fbln2,-0.0014533558626634857
Vascular,Ntn1,-0.0015980148805203598
Vascular,Gja1,-0.0022025214409304716
Vascular,Ror1,-0.003326889519623011
Vascular,Ndnf,-0.0034719175587596407
Vascular,Zic1,-0.003733246519933786
Vascular,Arhgap25,-0.004220144451749563
Vascular,Cldn5,-0.0054583867121682506
Vascular,Gpc3,-0.005801004063982207
Vascular,Rasgrp1,-0.005934477805561222
Vascular,Col18a1,-0.00673129809487083
Vascular,Grin2c,-0.007792498603694131
Vascular,Pde3a,-0.008313877378734125
Vascular,Sox2,-0.008730803829968492
Vascular,Epha4,-0.00937654794676357
Vascular,Adcy2,-0.010027223260138163
Vascular,Zeb2,-0.011989957349587854
Vascular,Vegfc,-0.012025365138230493
Vascular,Tal1,-0.012695299794853288
Vascular,Ebf1,-0.013154532434652477
Vascular,Tbx3,-0.013523079078300526
Vascular,Gsta4,-0.014465212050132736
Vascular,Egflam,-0.016823763449942186
Vascular,Nrp1,-0.016946053751838663
Vascular,Acta2,-0.01822050035430478
Vascular,Prom1,-0.018342830102251684
Vascular,Pou3f3,-0.01867189817780046
Vascular,Gpr4,-0.019164546652429504
Vascular,Adamts9,-0.020177708102961045
Vascular,Samd5,-0.020221750103873504
Vascular,Zfp521,-0.020222784822945927
Vascular,Ramp1,-0.020529645281971876
Vascular,Necab1,-0.02108284836008556
Vascular,Rorb,-0.02125197223694597
Vascular,Synpr,-0.021705313524694736
Vascular,Slc7a11,-0.021707083956227224
Vascular,Fli1,-0.023917076188457287
Vascular,Igfbp2,-0.02450449294432122
Vascular,Unc13c,-0.02493069489900579
Vascular,Nfib,-0.025029742873550198
Vascular,Fosl2,-0.02554232939087142
Vascular,Cdkn1a,-0.025869604270376545
Vascular,Parm1,-0.026006844604530954
Vascular,Nrn1,-0.02636778781136284
Vascular,St3gal1,-0.027858111684174958
Vascular,Tshz2,-0.028482126362908478
Vascular,Stxbp6,-0.029553151511921616
Vascular,Rgs6,-0.0297051430480626
Vascular,Cnr1,-0.03380553585849566
Vascular,Kitl,-0.03507719195111503
Vascular,Igfbp4,-0.03663933248507956
Vascular,Mecom,-0.039739816514595905
Vascular,Hspg2,-0.043536145936999615
Vascular,Chn2,-0.044759279909520666
Vascular,Tgfbr2,-0.04517513725301048
Vascular,Clic5,-0.045515651102323584
Vascular,Igf2,-0.04640463366434333
Vascular,Nr4a2,-0.04806260656060135
Vascular,Pdgfd,-0.05084685718074411
Vascular,Grik3,-0.051043917368891245
Vascular,Lamp5,-0.05380346873960362
Vascular,Spock3,-0.055291528087776154
Vascular,Ighm,-0.05530764236662966
Vascular,Marcksl1,-0.05817199178667565
Vascular,Zfhx4,-0.05866542235445782
Vascular,Hs3st2,-0.06470140869717844
Vascular,Ccnd2,-0.06781671466395944
Vascular,Sema3c,-0.06854413318183794
Vascular,Tcf7l2,-0.07090398144373511
Vascular,Cgnl1,-0.07117757208862563
Vascular,Kl,-0.07213306462213454
Vascular,Pcp4l1,-0.07226088566365996
Vascular,Ramp3,-0.0837689691286414
Vascular,Ldb2,-0.08455986284943617
Vascular,Nr2f2,-0.08598246583628777
Vascular,Zbtb16,-0.0879767078537792
Vascular,Aqp4,-0.09187451831664073
Vascular,Nos1,-0.10650879244063005
Vascular,Rprm,-0.10916898679207754
Vascular,Ccn3,-0.10990927234945524
Vascular,Sv2b,-0.11860392902104633
Vascular,C1ql3,-0.11911791723092957
Vascular,Hs3st4,-0.12771163386116458
Vascular,Nfix,-0.13038983683374195
Vascular,St6galnac5,-0.13111282092939303
Vascular,Cxcl14,-0.13762312906351726
Vascular,Slc1a3,-0.13893403583089503
Vascular,Lypd1,-0.15355982055192263
Vascular,Scn4b,-0.1557511680070962
Vascular,Calb1,-0.15811888262860485
Vascular,Pde1a,-0.16259305554449632
Vascular,Sox10,-0.165351267358685
Vascular,Slc38a1,-0.16565223958324737
Vascular,Sulf2,-0.16571286095803273
Vascular,Gda,-0.16948334138509624
Vascular,Cd34,-0.1792718019554549
Vascular,Lpar1,-0.216890380416342
Vascular,Dcn,-0.25220661851978643
Vascular,Mog,-0.32179343332692256
Vascular,Tnnt1,-0.4229341744920525
Vascular,2900052N01Rik,-0.430683907744122
Vascular,Gpr88,-0.5639644801017791
Vascular,Pvalb,-0.605573193224394
Vascular,Gfap,-1.3315169582976258
Immune,Gda,0.10250303076470224
Immune,Lpar1,0.10231171154985508
Immune,Rgs4,0.08948966880134512
Immune,Tnnt1,0.0693393783973485
Immune,Pde1a,0.06414918941069248
Immune,Ccn3,0.05345481998251811
