receiver_type,gene,test_r2
IT-ET Glut,Nr4a2,0.5870995191328218
IT-ET Glut,Shisa6,0.45193389052406374
IT-ET Glut,Kit,0.3867429202304249
IT-ET Glut,Synpr,0.3749852882488991
IT-ET Glut,Rxfp1,0.37494157616760837
IT-ET Glut,Col11a1,0.3732753556515047
IT-ET Glut,Syt17,0.3256508930755947
IT-ET Glut,Sema5a,0.31693929207872973
IT-ET Glut,Fxyd6,0.3105403402055744
IT-ET Glut,Cbln1,0.307623170574715
IT-ET Glut,Slc30a3,0.2732880060670494
IT-ET Glut,C1ql3,0.261630819061217
IT-ET Glut,Mdga1,0.2504132513879004
IT-ET Glut,Trhde,0.24385484504515909
IT-ET Glut,Nfix,0.24345399094611408
IT-ET Glut,Cd34,0.2240856698631889
IT-ET Glut,Rgs6,0.22364039733689112
IT-ET Glut,Kcng1,0.21248830389405826
IT-ET Glut,Rasgrp1,0.20982702506409123
IT-ET Glut,Ccn3,0.19994335633485227
IT-ET Glut,Bmp3,0.1844091167898606
IT-ET Glut,Scn4b,0.17823645204651672
IT-ET Glut,Syndig1,0.17632802292034233
IT-ET Glut,Epha4,0.17530981769248744
IT-ET Glut,Tmem215,0.16298184370221291
IT-ET Glut,Nrn1,0.16060474938321423
IT-ET Glut,Gda,0.1592961401433124
IT-ET Glut,Htr2a,0.1580496693424185
IT-ET Glut,Kcnab3,0.15800968739755006
IT-ET Glut,Sorcs3,0.15527639238701807
IT-ET Glut,Samd5,0.1519554034035504
IT-ET Glut,Sv2b,0.15069723270225654
IT-ET Glut,Grik3,0.13233058128518282
IT-ET Glut,Zbtb16,0.12972017262222824
IT-ET Glut,Slc17a6,0.1270089705831775
IT-ET Glut,Chrm3,0.1264439880834669
IT-ET Glut,Zeb2,0.12348820739955346
IT-ET Glut,Mkx,0.11486205472259658
IT-ET Glut,Grm1,0.11103480442830826
IT-ET Glut,Hs3st2,0.1108363373063479
IT-ET Glut,Nr4a3,0.10840238234857447
IT-ET Glut,Cacng3,0.10641791645291243
IT-ET Glut,Chrm2,0.08499703269172543
IT-ET Glut,Nfib,0.08219539820453758
IT-ET Glut,Nr2f2,0.08125253695825851
IT-ET Glut,Pou3f3,0.08034558650048207
IT-ET Glut,Osbpl3,0.07811235620729517
IT-ET Glut,Cntn6,0.07639088070484801
IT-ET Glut,Otof,0.0741896506832278
IT-ET Glut,Nwd2,0.0719240660479854
IT-ET Glut,Marcksl1,0.06903025042195488
IT-ET Glut,Nos1,0.0684879378090224
IT-ET Glut,Caln1,0.06765064013016642
IT-ET Glut,Cdh20,0.06392264192095432
IT-ET Glut,Ramp1,0.06351901143869332
IT-ET Glut,Col5a1,0.0602719857319588
IT-ET Glut,Adcy2,0.056465364131450646
IT-ET Glut,Medag,0.052982761053644634
IT-ET Glut,Htr1b,0.052820131787992275
IT-ET Glut,Glra3,0.05061708888411787
IT-ET Glut,Hs3st4,0.04336851561589283
IT-ET Glut,Necab1,0.03960394174676529
IT-ET Glut,Grm3,0.03803817936124676
IT-ET Glut,Fosl2,0.03628601820497679
IT-ET Glut,Frzb,0.03284063519231428
IT-ET Glut,Man1a,0.032534629124683856
IT-ET Glut,Syt10,0.017015756369823665
IT-ET Glut,Galnt18,0.015366269534566657
IT-ET Glut,Spon1,0.015074505685720663
IT-ET Glut,Gsta4,0.014356546780801782
IT-ET Glut,Smoc2,0.012299597502857251
IT-ET Glut,Gja1,0.008772392908619198
IT-ET Glut,Kitl,0.008502514350450352
IT-ET Glut,Sv2c,0.006925764647155885
IT-ET Glut,Crym,0.0027635383900240784
IT-ET Glut,Tafa2,-0.00033700045837070647
IT-ET Glut,Foxo1,-0.0004212391439875063
IT-ET Glut,Ccnd2,-0.0005231849714291137
IT-ET Glut,Nr2f1,-0.0013084000738763368
IT-ET Glut,Nptx2,-0.0016071182647827698
IT-ET Glut,Sox10,-0.0018699738637972807
IT-ET Glut,Cbln4,-0.0025905954443408152
IT-ET Glut,Slit3,-0.004176055382934196
IT-ET Glut,Ptprm,-0.009907556230243308
IT-ET Glut,Tox3,-0.011013664111594323
IT-ET Glut,Pdzrn3,-0.017362817149032095
IT-ET Glut,Pde1a,-0.017611165535948325
IT-ET Glut,Gpr83,-0.01860927702310211
IT-ET Glut,Egr2,-0.021417934803308558
IT-ET Glut,Sox5,-0.023967093591614086
IT-ET Glut,Fibcd1,-0.02414220750926721
IT-ET Glut,Slc1a3,-0.025285673546412202
IT-ET Glut,Syt2,-0.026199549879484252
IT-ET Glut,Ccdc3,-0.027468162987471345
IT-ET Glut,Spock3,-0.028172778093677797
IT-ET Glut,Cdkn1a,-0.029730258088983774
IT-ET Glut,Ctss,-0.03154314158909921
IT-ET Glut,Ighm,-0.033043206593345475
IT-ET Glut,Onecut2,-0.035265402325560746
IT-ET Glut,Parm1,-0.03568587819838642
IT-ET Glut,Cxcl14,-0.04274926812479629
IT-ET Glut,Unc5d,-0.045312122730958526
IT-ET Glut,Igfbp6,-0.04913560792663185
IT-ET Glut,Cnr1,-0.05428288609065546
IT-ET Glut,Gpr88,-0.05607999261935759
IT-ET Glut,Bcl11a,-0.056575744355357394
IT-ET Glut,Mog,-0.05716983838798129
IT-ET Glut,Sema3e,-0.06122620415613178
IT-ET Glut,Rprm,-0.06634782043386922
IT-ET Glut,Myo5b,-0.07595528847740063
IT-ET Glut,Unc13c,-0.07668168997516833
IT-ET Glut,Rorb,-0.08238431395063706
IT-ET Glut,Sulf2,-0.08310017183506213
IT-ET Glut,Pcp4l1,-0.0843301544174262
IT-ET Glut,Tox,-0.08547339917148356
IT-ET Glut,A830036E02Rik,-0.08925395225303201
IT-ET Glut,Grik1,-0.09140411431538986
IT-ET Glut,Whrn,-0.09176022001121198
IT-ET Glut,Drd5,-0.09983908468104086
IT-ET Glut,Ust,-0.11794351038700257
IT-ET Glut,Kl,-0.11982749976380203
IT-ET Glut,Fras1,-0.12068943986984171
IT-ET Glut,Opalin,-0.1220061568513855
IT-ET Glut,Ldb2,-0.13166318132201615
IT-ET Glut,Lpl,-0.13328937430866494
IT-ET Glut,Gfap,-0.134426211469165
IT-ET Glut,Pou3f1,-0.1345263564978676
IT-ET Glut,Tshz2,-0.13688355227197668
IT-ET Glut,Kcnk9,-0.14992299996412473
IT-ET Glut,Zfpm2,-0.1608536354784611
IT-ET Glut,St6galnac5,-0.17046677028869817
IT-ET Glut,Igfbp4,-0.17578429481649271
IT-ET Glut,Car4,-0.18923583912925013
IT-ET Glut,Zfhx4,-0.19701865487121273
IT-ET Glut,Cdh6,-0.20862601239633416
IT-ET Glut,Lypd1,-0.22327084014536824
IT-ET Glut,Lhfp,-0.22920890273207273
IT-ET Glut,Ptk2b,-0.2370289574266109
IT-ET Glut,Dscaml1,-0.24521117094993206
IT-ET Glut,Calb1,-0.2587242874079383
IT-ET Glut,Rgs4,-0.2969385563505702
IT-ET Glut,Stxbp6,-0.3252242210272369
IT-ET Glut,Nrp1,-0.3256747591520459
IT-ET Glut,Lmo3,-0.335770439782729
IT-ET Glut,Rab3b,-0.4488773577442289
IT-ET Glut,Lamp5,-0.7200847627924736
IT-ET Glut,Ndst4,-0.7578569052585673
IT-ET Glut,Npy2r,-1.1808928569563486
IT-ET Glut,Bcl11b,-1.2527989162538673
IT-ET Glut,Cyp26b1,-2.6984710899283444
NP-CT-L6b Glut,Nrp1,0.2564354424104234
NP-CT-L6b Glut,Syt6,0.25090899774501674
NP-CT-L6b Glut,Zfpm2,0.23752467792113774
NP-CT-L6b Glut,Col5a1,0.23306852742364625
NP-CT-L6b Glut,Rprm,0.22598982998824002
NP-CT-L6b Glut,Necab1,0.19274179799243685
NP-CT-L6b Glut,Nptx2,0.1923865510657835
NP-CT-L6b Glut,Kcnk9,0.19163006566059648
NP-CT-L6b Glut,Rgs4,0.19127354266707597
NP-CT-L6b Glut,Crym,0.16433598568985996
NP-CT-L6b Glut,Abi3bp,0.15376318337016104
NP-CT-L6b Glut,Lhfp,0.15084502653349485
NP-CT-L6b Glut,Sox5,0.1486038334612112
NP-CT-L6b Glut,Pou3f3,0.11521931747689729
NP-CT-L6b Glut,Grm3,0.10815205101089209
NP-CT-L6b Glut,Nfib,0.10496203183023656
NP-CT-L6b Glut,Galnt14,0.10489948311146724
NP-CT-L6b Glut,Sema5a,0.09987407605462761
NP-CT-L6b Glut,Grm8,0.09682298135298617
NP-CT-L6b Glut,Slc38a1,0.09180869276033077
NP-CT-L6b Glut,Fosl2,0.08844252848513778
NP-CT-L6b Glut,Rgs6,0.08828313333665827
NP-CT-L6b Glut,Dscaml1,0.0850338831896843
NP-CT-L6b Glut,Vwc2l,0.08351463000676917
NP-CT-L6b Glut,Zeb2,0.08212117798564023
NP-CT-L6b Glut,Nrn1,0.07951771669219898
NP-CT-L6b Glut,Sv2b,0.07769331222703812
NP-CT-L6b Glut,Grik3,0.07640447779113857
NP-CT-L6b Glut,Ramp3,0.07483012923544996
NP-CT-L6b Glut,Hs3st4,0.07412610804899433
NP-CT-L6b Glut,Osbpl3,0.07332092864120121
NP-CT-L6b Glut,Hs3st2,0.07118369368341781
NP-CT-L6b Glut,Cyp26b1,0.06589611413868646
NP-CT-L6b Glut,Spock3,0.06348914461305466
NP-CT-L6b Glut,Cacng3,0.058434870068916345
NP-CT-L6b Glut,Synpr,0.056366366891180464
NP-CT-L6b Glut,Nxph4,0.05434537542633677
NP-CT-L6b Glut,Lmo3,0.05221061418255213
NP-CT-L6b Glut,Galnt18,0.05040974579883184
NP-CT-L6b Glut,Cxcl14,0.050140006919980884
NP-CT-L6b Glut,Ccnd2,0.048079188041183496
NP-CT-L6b Glut,Slc17a6,0.04646718163309416
NP-CT-L6b Glut,Zbtb16,0.046098099054005526
NP-CT-L6b Glut,Bcl11a,0.04563953619263472
NP-CT-L6b Glut,Kcng1,0.04430105876787693
NP-CT-L6b Glut,Lypd1,0.038774265960037746
NP-CT-L6b Glut,Cbln2,0.036675274492426135
NP-CT-L6b Glut,Ccn4,0.036641741044620924
NP-CT-L6b Glut,Ramp1,0.03440588191536775
NP-CT-L6b Glut,Nr4a3,0.030594115884903794
NP-CT-L6b Glut,Adcy2,0.03012063880272553
NP-CT-L6b Glut,Arhgap25,0.02922487340819735
NP-CT-L6b Glut,Myo5b,0.026981752597719844
NP-CT-L6b Glut,Grik1,0.025178993500379776
NP-CT-L6b Glut,Epha4,0.02460708313681903
NP-CT-L6b Glut,Lpar1,0.022018190320784337
NP-CT-L6b Glut,Whrn,0.017840927078234592
NP-CT-L6b Glut,Samd5,0.016291929188375076
NP-CT-L6b Glut,Ccn3,0.0141627138418281
NP-CT-L6b Glut,Aqp4,0.01276993123187431
NP-CT-L6b Glut,Ldb2,0.01093191494512502
NP-CT-L6b Glut,Tbcc,0.009582753030269564
NP-CT-L6b Glut,Clic5,0.008551705074585914
NP-CT-L6b Glut,Pvalb,0.008329101901816238
NP-CT-L6b Glut,Nxph1,0.008171269931615766
NP-CT-L6b Glut,Grin2c,0.004519032573473192
NP-CT-L6b Glut,Sox10,0.004359163883271067
NP-CT-L6b Glut,Serpine2,0.004256614561325978
NP-CT-L6b Glut,Kazald1,0.002162550030454624
NP-CT-L6b Glut,Slc32a1,0.0019034104318690348
NP-CT-L6b Glut,Ctss,0.0005202890519555581
NP-CT-L6b Glut,Cldn5,-0.000567235059555582
NP-CT-L6b Glut,Moxd1,-0.0019403830408590839
NP-CT-L6b Glut,Stxbp6,-0.0025334435624748686
NP-CT-L6b Glut,Pdzrn3,-0.0035465394152773833
NP-CT-L6b Glut,Ptk2b,-0.003848428731707987
NP-CT-L6b Glut,Sema3e,-0.004391712149001359
NP-CT-L6b Glut,Bcl11b,-0.0050128519245802305
NP-CT-L6b Glut,Sox2,-0.00560317238415764
NP-CT-L6b Glut,Cntn6,-0.00824733370849362
NP-CT-L6b Glut,Gja1,-0.008282871026302319
NP-CT-L6b Glut,Parm1,-0.011812857072937222
NP-CT-L6b Glut,Drd1,-0.012611218896679377
NP-CT-L6b Glut,St3gal1,-0.012960844640290903
NP-CT-L6b Glut,Chrm3,-0.013664393192724944
NP-CT-L6b Glut,Igfbp4,-0.015310807008642957
NP-CT-L6b Glut,Slc1a3,-0.01613022181634749
NP-CT-L6b Glut,Igfbp6,-0.016292374132416576
NP-CT-L6b Glut,Htr2a,-0.016477218716040243
NP-CT-L6b Glut,Gad2,-0.017328429893429753
NP-CT-L6b Glut,Slc17a8,-0.01885989056369386
NP-CT-L6b Glut,Hopx,-0.022236236676861365
NP-CT-L6b Glut,Qpct,-0.025028463922728506
NP-CT-L6b Glut,Lrp4,-0.025810789023914538
NP-CT-L6b Glut,Pcp4l1,-0.02644924449473729
NP-CT-L6b Glut,Tox,-0.027805850084220873
NP-CT-L6b Glut,Egr2,-0.029366115575125917
NP-CT-L6b Glut,Sorcs3,-0.030021195055145444
NP-CT-L6b Glut,Slit3,-0.030878493007070018
NP-CT-L6b Glut,Syt2,-0.03315356017839077
NP-CT-L6b Glut,Cnr1,-0.03411844975776712
NP-CT-L6b Glut,Gfap,-0.03414671243546641
NP-CT-L6b Glut,Marcksl1,-0.0341524405926692
NP-CT-L6b Glut,Mog,-0.034864689436412855
NP-CT-L6b Glut,Elfn1,-0.035825952550536
NP-CT-L6b Glut,Ighm,-0.03688054133351426
NP-CT-L6b Glut,Ltbp1,-0.03710435562101222
NP-CT-L6b Glut,C1ql3,-0.03739508383275125
NP-CT-L6b Glut,Tgfbr2,-0.038905447484361755
NP-CT-L6b Glut,Tshz2,-0.04053739412549251
NP-CT-L6b Glut,Adra1b,-0.04880230731884616
NP-CT-L6b Glut,Chn2,-0.04962845188084497
NP-CT-L6b Glut,Nr2f1,-0.05015536091783268
NP-CT-L6b Glut,Rxfp1,-0.05039663784614157
NP-CT-L6b Glut,St6galnac5,-0.052162628715646475
NP-CT-L6b Glut,Serpinb8,-0.05373441172856297
NP-CT-L6b Glut,Opalin,-0.05471130701074434
NP-CT-L6b Glut,Kit,-0.056624898968781645
NP-CT-L6b Glut,Cdkn1a,-0.05831582766981125
NP-CT-L6b Glut,Syt10,-0.05933298019184119
NP-CT-L6b Glut,Cd34,-0.059695882605498296
NP-CT-L6b Glut,Col23a1,-0.0626583408952639
NP-CT-L6b Glut,Mdga1,-0.08215911225371353
NP-CT-L6b Glut,Col24a1,-0.08368801797167902
NP-CT-L6b Glut,Chrm2,-0.09413037083548992
NP-CT-L6b Glut,Gfra1,-0.09413536708914183
NP-CT-L6b Glut,Sv2c,-0.09522894369806378
NP-CT-L6b Glut,Sla,-0.10113065802122367
NP-CT-L6b Glut,Spon1,-0.1011861590954859
NP-CT-L6b Glut,Cdh6,-0.10404375273183186
NP-CT-L6b Glut,Glra2,-0.10509060763831468
NP-CT-L6b Glut,Gda,-0.11597410481606629
NP-CT-L6b Glut,Rasgrp1,-0.12006498057611914
NP-CT-L6b Glut,Rab3b,-0.1229145615124212
NP-CT-L6b Glut,Scn4b,-0.14356180556968323
NP-CT-L6b Glut,Shisa6,-0.1495341012151632
NP-CT-L6b Glut,Rwdd2a,-0.15470361696595303
NP-CT-L6b Glut,Gsta4,-0.15665396847905266
NP-CT-L6b Glut,Pde1a,-0.17207251870582363
NP-CT-L6b Glut,Gpr88,-0.17460665365700412
NP-CT-L6b Glut,Kcnab3,-0.17750394252723067
NP-CT-L6b Glut,Lypd6,-0.18970847087843135
NP-CT-L6b Glut,Sulf2,-0.22033674315941387
NP-CT-L6b Glut,Lamp5,-0.24385293876359415
NP-CT-L6b Glut,Trhde,-0.2554615450384474
NP-CT-L6b Glut,Bmp3,-0.27860752120071064
NP-CT-L6b Glut,Syndig1,-0.2939119207882641
NP-CT-L6b Glut,Fxyd6,-0.32805588091182325
NP-CT-L6b Glut,Nr4a2,-0.38375300224691977
NP-CT-L6b Glut,Caln1,-0.5080777840188344
OB-CR Glut,Slit3,0.10952546716332778
OB-CR Glut,Caln1,0.09286697355846218
OB-CR Glut,Kcng2,0.06443145849745058
OB-CR Glut,Nrn1,0.06347544152967999
OB-CR Glut,Hs3st4,0.03795147003442734
OB-CR Glut,Nr2f2,0.030527417771824328
OB-CR Glut,Stxbp6,0.028373827991290734
OB-CR Glut,Kazald1,0.02331637189785507
OB-CR Glut,Grm1,0.022732459019209506
OB-CR Glut,Galnt18,0.014174063273017956
OB-CR Glut,Tbcc,0.013564912942989338
OB-CR Glut,Fam163a,0.011042611698350857
OB-CR Glut,C1ql3,0.005016713786720417
OB-CR Glut,Synpr,0.004608675204304857
OB-CR Glut,Tnc,0.0026150811915049976
OB-CR Glut,Necab1,0.0022896369192600963
OB-CR Glut,Grm3,-0.0002746632707548713
OB-CR Glut,Ust,-0.0007345826777771514
OB-CR Glut,Shisa6,-0.0019795931220187857
OB-CR Glut,Baiap3,-0.002347153015039849
OB-CR Glut,Gja1,-0.0038563207581567838
OB-CR Glut,Adcy2,-0.004411506998780457
OB-CR Glut,Nxph4,-0.00465418014119412
OB-CR Glut,Nptx2,-0.0047801317752143024
OB-CR Glut,Ctss,-0.005675452046330243
OB-CR Glut,Zfhx4,-0.006456167641319732
OB-CR Glut,Pcp4l1,-0.00809083080138695
OB-CR Glut,Rorb,-0.008463300698032139
OB-CR Glut,Zic1,-0.009977813725261298
OB-CR Glut,Cnr1,-0.010391038668769337
OB-CR Glut,Ltbp1,-0.011279723932735797
OB-CR Glut,Bcl11b,-0.011616150108361145
OB-CR Glut,Mog,-0.01320130768942751
OB-CR Glut,Kcnk9,-0.013845364123940218
OB-CR Glut,Pou3f1,-0.013946873555515493
OB-CR Glut,Npnt,-0.01406570237414595
OB-CR Glut,Cdh20,-0.01626526546267093
OB-CR Glut,Barhl2,-0.018925890185862215
OB-CR Glut,Samd5,-0.019644568724731748
OB-CR Glut,Pnoc,-0.0198622016784753
OB-CR Glut,Sox10,-0.021393094569391424
OB-CR Glut,Mdga1,-0.02216039259548319
OB-CR Glut,Rasgrp1,-0.02488886691208081
OB-CR Glut,Fxyd6,-0.027023095166413214
OB-CR Glut,Grin2c,-0.02726905241809363
OB-CR Glut,Col23a1,-0.02773951337028069
OB-CR Glut,Aqp4,-0.028606414787378798
OB-CR Glut,Slc7a11,-0.028983215361850112
OB-CR Glut,Smoc2,-0.02902582020167821
OB-CR Glut,Igf2,-0.030838665225936923
OB-CR Glut,Slc7a10,-0.031418715956651244
OB-CR Glut,Emx2,-0.03291778712296156
OB-CR Glut,Vcan,-0.034041105698648266
OB-CR Glut,Epha4,-0.03464086334524219
OB-CR Glut,Ccnd2,-0.03948079459765186
OB-CR Glut,Ramp3,-0.04073064711545582
OB-CR Glut,Prkd1,-0.04116041943817472
OB-CR Glut,Opalin,-0.04134259028627496
OB-CR Glut,Dcn,-0.0448331119527019
OB-CR Glut,Zfp536,-0.04538151932166801
OB-CR Glut,Sv2b,-0.05269185788299535
OB-CR Glut,C1ql1,-0.05324397538940917
OB-CR Glut,Slc1a3,-0.054725643215398634
OB-CR Glut,Fosl2,-0.05522018411922258
OB-CR Glut,Foxo1,-0.056306036893553735
OB-CR Glut,Hopx,-0.05878248666175301
OB-CR Glut,Cd24a,-0.05944822038955788
OB-CR Glut,Pou6f2,-0.060668851883033614
OB-CR Glut,Zeb2,-0.06079704096016658
OB-CR Glut,Sox2,-0.06508771600925023
OB-CR Glut,Fibcd1,-0.06657849035063523
OB-CR Glut,Vwc2,-0.06712519168543984
OB-CR Glut,Lhx2,-0.06830844211842968
OB-CR Glut,Ccdc3,-0.06883849630015848
OB-CR Glut,Bcl11a,-0.0715078577311743
OB-CR Glut,Ecel1,-0.07259636117582402
OB-CR Glut,Mrpl16,-0.07840467137096452
OB-CR Glut,Lrp4,-0.07866516076493912
OB-CR Glut,Sema5a,-0.08321823072140444
OB-CR Glut,Mcm6,-0.0841009892169966
OB-CR Glut,Dach1,-0.08434170815809816
OB-CR Glut,Ebf3,-0.08716126573025518
OB-CR Glut,2900052N01Rik,-0.08733458904196811
OB-CR Glut,Slc17a6,-0.09225208574157073
OB-CR Glut,Ptk2b,-0.09250451254142056
OB-CR Glut,Ndnf,-0.10380850138741127
OB-CR Glut,Sorcs3,-0.10933255627414762
OB-CR Glut,Rgs4,-0.11140873184269284
OB-CR Glut,Fli1,-0.11150375259068834
OB-CR Glut,Tafa2,-0.11282072625570772
OB-CR Glut,Scn4b,-0.11308987545671179
OB-CR Glut,Igfbp4,-0.11399960939520715
OB-CR Glut,Npbwr1,-0.1143009889332931
OB-CR Glut,Nhlh2,-0.12443174169222448
OB-CR Glut,Gsta4,-0.1265595114279745
OB-CR Glut,Cxcl14,-0.12662252368423044
OB-CR Glut,Ramp1,-0.13530215348661256
OB-CR Glut,Cldn5,-0.13820759706656371
OB-CR Glut,Kit,-0.13926732456732815
OB-CR Glut,Slc17a7,-0.14148423665517895
OB-CR Glut,St6galnac5,-0.14285748488712513
OB-CR Glut,Pde1a,-0.14502790221821416
OB-CR Glut,Nrp1,-0.1458242042622766
OB-CR Glut,Tmem132c,-0.15174269369145077
OB-CR Glut,Tcf7l2,-0.15455843042298278
OB-CR Glut,Epha3,-0.15752298232462247
OB-CR Glut,Col5a1,-0.16111606874351336
OB-CR Glut,Sulf2,-0.1630647927093103
OB-CR Glut,Lpar1,-0.16549006301811353
OB-CR Glut,Nfix,-0.166823376514722
OB-CR Glut,Kcnj5,-0.16758887651321785
OB-CR Glut,Gad2,-0.1839381438310954
OB-CR Glut,Slc38a1,-0.18732984219343884
OB-CR Glut,Eya2,-0.19446804687242758
OB-CR Glut,Nfib,-0.19919836936032653
OB-CR Glut,Gfap,-0.2019035765167876
OB-CR Glut,Calb1,-0.20323360219234266
OB-CR Glut,Spock3,-0.20633198384384577
OB-CR Glut,Dscaml1,-0.21054149579810044
OB-CR Glut,Tox3,-0.21392203105104923
OB-CR Glut,Spon1,-0.22154791681962238
OB-CR Glut,St3gal1,-0.22467068228955145
OB-CR Glut,Serpine2,-0.23116433127233127
OB-CR Glut,Ptprm,-0.23233715168756852
OB-CR Glut,Calb2,-0.2593869605042771
OB-CR Glut,Syndig1l,-0.26843873450856637
OB-CR Glut,Cdh6,-0.27577577743602566
OB-CR Glut,Ndst4,-0.28541440464705037
OB-CR Glut,Gfra1,-0.29414758031838817
OB-CR Glut,Reln,-0.3106745254624592
OB-CR Glut,Cbln1,-0.31688339102218643
OB-CR Glut,Pou3f3,-0.3217195681653571
OB-CR Glut,Nr2f1,-0.3313961797322653
OB-CR Glut,Lhfp,-0.334383242058089
OB-CR Glut,Col11a1,-0.33623157369357015
OB-CR Glut,Wnt7b,-0.3396840656492712
OB-CR Glut,Tshz2,-0.3542140760859003
OB-CR Glut,Pax6,-0.3632415984387243
OB-CR Glut,Angpt1,-0.3698784500121448
OB-CR Glut,Zic5,-0.4158962799289865
OB-CR Glut,Tgfbr2,-0.5337374044249801
OB-CR Glut,Kctd8,-0.5853621191129317
OB-CR Glut,Whrn,-0.6062837192207491
OB-CR Glut,Marcksl1,-0.6075984060145112
OB-CR Glut,Agt,-0.6752126492634325
OB-CR Glut,Zbtb16,-0.8005291207298784
OB-CR Glut,Unc13c,-1.0951466407090686
OB-CR Glut,Grik1,-1.2735858435774534
OB-CR Glut,Igfbp2,-2.2776326965391145
OB-CR Glut,Col24a1,-89135892708.78523
DG-IMN Glut,Synpr,0.05331133340830774
DG-IMN Glut,Rasgrp1,0.04104005603984029
DG-IMN Glut,Mkx,0.04029452124663835
DG-IMN Glut,Grm1,0.03393501889983663
DG-IMN Glut,Myo5b,0.027239921103147657
DG-IMN Glut,Ror1,0.026702775907906262
DG-IMN Glut,Cnih3,0.025886841928851156
DG-IMN Glut,Lamp5,0.023766635956182336
DG-IMN Glut,Nrp1,0.022865346355042115
DG-IMN Glut,Spon1,0.021839172001224427
DG-IMN Glut,Fli1,0.021311393342062446
DG-IMN Glut,Mdga1,0.019898977794138295
DG-IMN Glut,Calb1,0.0177521157721513
DG-IMN Glut,A830036E02Rik,0.015186534484437297
DG-IMN Glut,Drd1,0.01373752157950181
DG-IMN Glut,Fosl2,0.013658862030856977
DG-IMN Glut,St3gal1,0.012872415868670939
DG-IMN Glut,Rprm,0.012580662150104893
DG-IMN Glut,Car4,0.008715236915173952
DG-IMN Glut,Zbtb16,0.008291940873058179
DG-IMN Glut,Ust,0.008284444488738996
DG-IMN Glut,Syt10,0.007892909418743654
DG-IMN Glut,Rgs4,0.007714690956315162
DG-IMN Glut,Marcksl1,0.007368871062053084
DG-IMN Glut,Aqp4,0.007229660992632225
DG-IMN Glut,Col5a1,0.00707065013116448
DG-IMN Glut,Sema3c,0.006782559440298264
DG-IMN Glut,Syt17,0.0066170863738763686
DG-IMN Glut,Galnt18,0.006512710911153463
DG-IMN Glut,Ndst4,0.006377090932708551
DG-IMN Glut,Hopx,0.006063730745809459
DG-IMN Glut,Npy2r,0.005499574088917658
DG-IMN Glut,Nr2f1,0.005320799644838892
DG-IMN Glut,Mrpl16,0.004665614844076016
DG-IMN Glut,Gad2,0.00424841524866959
DG-IMN Glut,Cxcl14,0.004110015002206535
DG-IMN Glut,Lypd1,0.003793973704079967
DG-IMN Glut,Zfpm2,0.003731374519553299
DG-IMN Glut,Arhgap15,0.0028699651551787886
DG-IMN Glut,Nr4a2,0.0028151064382051505
DG-IMN Glut,Calb2,0.002129937083499067
DG-IMN Glut,Sntg2,0.001566264832299047
DG-IMN Glut,Moxd1,0.0008468997181462212
DG-IMN Glut,Sv2c,0.00043682780494702644
DG-IMN Glut,Bcl11a,0.0001375737744008232
DG-IMN Glut,Shisa6,6.0352185878853604e-05
DG-IMN Glut,Adcy2,1.8122584789947993e-05
DG-IMN Glut,Emx2,-0.0006317632239243309
DG-IMN Glut,Unc5d,-0.0008087628017279247
DG-IMN Glut,Slc1a3,-0.0008227027605720583
DG-IMN Glut,St18,-0.0009525720879397515
DG-IMN Glut,Ramp3,-0.0011497306154761855
DG-IMN Glut,Kcnk9,-0.001410158508452053
DG-IMN Glut,Lhx2,-0.002019955667339257
DG-IMN Glut,Ccnd2,-0.002152070288828023
DG-IMN Glut,Ighm,-0.0022248606501908963
DG-IMN Glut,Dsg2,-0.0024237264663820035
DG-IMN Glut,Sorcs3,-0.0028141415919846757
DG-IMN Glut,Gfra1,-0.0028408616789612484
DG-IMN Glut,Drd5,-0.0029829846003401883
DG-IMN Glut,Hs3st4,-0.003135082083071561
DG-IMN Glut,Igfbpl1,-0.0031534787543012754
DG-IMN Glut,Frzb,-0.0031903283676260052
DG-IMN Glut,Rbp4,-0.0036527895236231345
DG-IMN Glut,Tnnt1,-0.0037004751980911355
DG-IMN Glut,Zfp521,-0.0038108362227424752
DG-IMN Glut,Gpc3,-0.003837099609077521
DG-IMN Glut,Serpine2,-0.0038829611293795807
DG-IMN Glut,Cnr1,-0.004307996413964066
DG-IMN Glut,Lmo1,-0.004949408316087034
DG-IMN Glut,Grin2c,-0.005459489915592197
DG-IMN Glut,Chst9,-0.005574735324862967
DG-IMN Glut,Gda,-0.005825687107749999
DG-IMN Glut,Lpar1,-0.006107881568762075
DG-IMN Glut,Igsf1,-0.006226887393139036
DG-IMN Glut,Spock3,-0.0062450307720414155
DG-IMN Glut,Sv2b,-0.006267354816173132
DG-IMN Glut,Cd24a,-0.006344160567756774
DG-IMN Glut,Nr4a3,-0.006533848690377431
DG-IMN Glut,Ptprm,-0.006683456597956106
DG-IMN Glut,Mog,-0.007387831457203342
DG-IMN Glut,Samd5,-0.007597379552525707
DG-IMN Glut,Syndig1,-0.007609763962681537
DG-IMN Glut,Ntng1,-0.00773799172060996
DG-IMN Glut,Slit3,-0.007873144635355933
DG-IMN Glut,Egfem1,-0.007876699688377453
DG-IMN Glut,Lhfp,-0.008293035482896949
DG-IMN Glut,Dchs2,-0.008444072678659209
DG-IMN Glut,Glra2,-0.009040239493856905
